step,game/actor_reward_mean,game/reference_reward_mean,game/actor_win_rate,game/reward_margin_mean,actor/dpo_loss,time/step
1060,0.017,0.017,1.0,0.0,1.768,58.974
1061,0.0,0.017,0.833,-0.017,10.058,52.451
1062,0.017,0.0,1.0,0.017,0.0,59.859
1063,0.017,0.0,1.0,0.017,2.159,60.396
1064,0.017,0.0,1.0,0.017,0.355,44.974
1065,0.0,0.0,1.0,0.0,0.02,64.816
1066,0.017,0.0,1.0,0.017,6.611,88.128
1067,0.033,0.0,1.0,0.033,1.95,87.284
1068,0.017,0.017,0.833,0.0,3.704,65.729
1069,0.017,0.0,1.0,0.017,0.002,58.333
1070,0.017,0.0,1.0,0.017,1.605,59.772
1071,0.033,0.0,1.0,0.033,1.797,57.255
1072,0.033,0.0,1.0,0.033,0.004,49.948
1073,0.033,0.0,1.0,0.033,1.132,61.561
1074,0.0,0.0,1.0,0.0,1.899,58.781
1075,0.0,0.0,1.0,0.0,0.0,71.492
1076,0.0,0.0,1.0,0.0,0.003,47.761
1077,0.0,0.0,1.0,0.0,5.006,51.477
1078,0.05,0.0,1.0,0.05,1.928,62.46
1079,0.033,0.0,1.0,0.033,1.174,64.308
1080,0.017,0.0,1.0,0.017,1.24,61.892
1081,0.017,0.0,1.0,0.017,4.905,56.204
1082,0.033,0.0,1.0,0.033,0.0,55.701
1083,0.033,0.0,1.0,0.033,0.174,61.445
1084,0.05,0.0,1.0,0.05,0.001,58.785
1085,0.017,0.0,1.0,0.017,2.989,63.3
1086,0.0,0.0,1.0,0.0,1.286,57.362
1087,0.033,0.0,1.0,0.033,3.695,47.94
1088,0.0,0.0,1.0,0.0,0.0,58.65
1089,0.0,0.0,1.0,0.0,0.0,58.112
1090,0.033,0.0,1.0,0.033,1.646,65.381
1091,0.0,0.0,1.0,0.0,0.179,61.049
1092,0.0,0.0,1.0,0.0,3.239,55.472
1093,0.017,0.0,1.0,0.017,2.109,70.701
1094,0.017,0.0,1.0,0.017,2.356,75.856
1095,0.0,0.017,0.833,-0.017,3.635,90.897
1096,0.05,0.0,1.0,0.05,0.968,71.997
1097,0.0,0.0,1.0,0.0,4.121,62.206
1098,0.033,0.017,1.0,0.017,0.0,57.086
1099,0.05,0.0,1.0,0.05,1.326,58.688
1100,0.0,0.017,0.833,-0.017,6.94,53.263
1101,0.0,0.0,1.0,0.0,0.0,94.226
1102,0.0,0.0,1.0,0.0,1.313,80.215
1103,0.017,0.0,1.0,0.017,3.831,82.137
1104,0.017,0.0,1.0,0.017,0.343,72.69
1105,0.05,0.017,1.0,0.033,0.001,67.705
1106,0.0,0.0,1.0,0.0,0.0,83.922
1107,0.017,0.0,1.0,0.017,3.979,80.882
1108,0.017,0.0,1.0,0.017,0.007,72.557
1109,0.0,0.0,1.0,0.0,1.769,76.819
1110,0.017,0.0,1.0,0.017,0.808,71.095
1111,0.017,0.0,1.0,0.017,1.721,61.912
1112,0.017,0.033,0.833,-0.017,4.339,58.619
1113,0.033,0.0,1.0,0.033,1.296,59.796
1114,0.033,0.0,1.0,0.033,1.608,62.237
1115,0.033,0.0,1.0,0.033,0.005,56.4
1116,0.017,0.0,1.0,0.017,0.0,59.613
1117,0.017,0.0,1.0,0.017,2.039,66.112
1118,0.017,0.017,1.0,0.0,2.573,56.747
1119,0.033,0.0,1.0,0.033,2.349,70.312
1120,0.033,0.0,1.0,0.033,2.566,54.139
1121,0.017,0.0,1.0,0.017,0.485,63.729
1122,0.0,0.0,1.0,0.0,1.617,63.429
1123,0.017,0.017,0.833,0.0,9.426,64.283
1124,0.067,0.017,1.0,0.05,0.002,64.544
1125,0.033,0.0,1.0,0.033,0.0,77.605
1126,0.0,0.0,1.0,0.0,0.709,71.009
1127,0.017,0.0,1.0,0.017,0.001,64.393
1128,0.05,0.0,1.0,0.05,0.0,75.306
1129,0.033,0.0,1.0,0.033,1.202,77.933
1130,0.017,0.0,1.0,0.017,4.359,62.641
1131,0.017,0.0,1.0,0.017,1.331,79.578
1132,0.067,0.0,1.0,0.067,2.762,73.841
1133,0.017,0.0,1.0,0.017,0.208,63.62
1134,0.017,0.017,0.833,0.0,4.685,82.328
1135,0.0,0.017,0.833,-0.017,7.405,71.089
1136,0.05,0.0,1.0,0.05,0.203,67.276
1137,0.0,0.0,1.0,0.0,0.0,89.415
1138,0.017,0.0,1.0,0.017,0.003,72.542
1139,0.0,0.0,1.0,0.0,0.0,82.916
1140,0.017,0.0,1.0,0.017,2.294,70.847
1141,0.0,0.0,1.0,0.0,3.162,76.307
1142,0.017,0.0,1.0,0.017,0.0,78.496
1143,0.0,0.0,1.0,0.0,1.656,75.723
1144,0.05,0.0,1.0,0.05,1.965,74.924
1145,0.0,0.0,1.0,0.0,1.333,79.924
1146,0.033,0.0,1.0,0.033,0.0,65.172
1147,0.017,0.0,1.0,0.017,1.596,78.709
1148,0.017,0.0,1.0,0.017,0.0,72.026
1149,0.033,0.0,1.0,0.033,0.006,77.439
1150,0.033,0.0,1.0,0.033,0.0,79.269
1151,0.0,0.0,1.0,0.0,1.192,69.243
1152,0.017,0.0,1.0,0.017,2.591,72.911
1153,0.0,0.0,1.0,0.0,0.0,71.947
1154,0.017,0.0,1.0,0.017,1.528,70.217
1155,0.033,0.0,1.0,0.033,3.709,65.796
1156,0.017,0.0,1.0,0.017,0.0,78.619
1157,0.0,0.017,0.833,-0.017,1.129,71.63
1158,0.017,0.017,0.833,0.0,4.873,70.635
1159,0.0,0.0,1.0,0.0,0.013,71.155
1160,0.017,0.017,0.833,0.0,5.51,73.305
1161,0.0,0.017,0.833,-0.017,1.911,74.029
1162,0.017,0.017,0.833,0.0,8.785,80.908
1163,0.0,0.017,0.833,-0.017,0.837,80.379
1164,0.05,0.0,1.0,0.05,2.413,79.972
1165,0.0,0.0,1.0,0.0,0.006,71.255
1166,0.017,0.0,1.0,0.017,0.0,68.299
1167,0.0,0.0,1.0,0.0,2.738,72.358
1168,0.05,0.0,1.0,0.05,2.092,73.835
1169,0.0,0.0,1.0,0.0,4.903,70.834
1170,0.05,0.0,1.0,0.05,3.271,73.051
1171,0.017,0.0,1.0,0.017,1.769,75.002
1172,0.0,0.0,1.0,0.0,0.043,72.288
1173,0.033,0.017,1.0,0.017,2.632,72.999
1174,0.033,0.0,1.0,0.033,3.482,60.231
1175,0.0,0.0,1.0,0.0,2.303,74.268
1176,0.017,0.0,1.0,0.017,1.577,73.101
1177,0.167,0.0,1.0,0.167,1.571,59.091
1178,0.017,0.017,0.833,0.0,3.594,78.357
1179,0.017,0.0,1.0,0.017,0.209,76.454
1180,0.067,0.017,1.0,0.05,0.642,68.623
1181,0.0,0.0,1.0,0.0,2.045,75.823
1182,0.0,0.0,1.0,0.0,0.035,70.152
1183,0.0,0.0,1.0,0.0,0.004,66.686
1184,0.0,0.017,0.833,-0.017,4.716,56.386
1185,0.017,0.0,1.0,0.017,2.674,77.644
1186,0.017,0.033,0.667,-0.017,14.011,71.258
1187,0.0,0.0,1.0,0.0,0.479,60.737
1188,0.033,0.0,1.0,0.033,2.49,66.457
1189,0.033,0.017,0.833,0.017,5.474,63.11
1190,0.0,0.0,1.0,0.0,1.305,65.552
1191,0.017,0.0,1.0,0.017,2.942,68.036
1192,0.017,0.0,1.0,0.017,0.76,63.878
1193,0.0,0.017,0.833,-0.017,1.906,64.848
1194,0.017,0.017,1.0,0.0,1.969,67.061
1195,0.017,0.0,1.0,0.017,0.0,59.874
1196,0.0,0.0,1.0,0.0,0.002,64.344
1197,0.033,0.0,1.0,0.033,0.516,70.533
1198,0.0,0.0,1.0,0.0,0.0,68.201
1199,0.05,0.017,0.833,0.033,3.279,58.986
1200,0.033,0.0,1.0,0.033,0.984,66.13
